block,component,scenario,horizon,metric,arm,value,unit,value_sigma,note,verdict
P,glaciers,ssp126,2100,median_fixed,BRICK 2.0,11.9951809774217,cm,,spread 3.54 cm (parameter only),
P,glaciers,ssp126,2100,median_vs_lit,L14,0.8357994471484312,x lit median,,"ours 7.73 cm vs lit 8.95-10.45 (median 9.25), n_lit=3",WARN
P,glaciers,ssp126,2100,median_vs_lit,BRICK 2.0,1.2973532426769414,x lit median,,"BRICK 2.0 12.00 cm vs the same lit median 9.25; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,glaciers,ssp126,2100,median_vs_lit_delta,L14 vs BRICK 2.0,-0.13315268982537265,|ratio-1| diff,,L14 0.836x vs BRICK 2.0 1.297x of the lit median; closer to 1 is better,BETTER
P,glaciers,ssp126,2100,spread_vs_lit,L14,0.8156419991996489,x lit spread,,"ours 6.00 cm vs model-based lit 7.12-7.85 (median 7.36, n=3)",PASS
P,glaciers,ssp126,2150,median_joint,L14,9.420633180384016,cm,,mean 9.81 cm,
P,glaciers,ssp126,2150,spread_joint,L14,7.95152884344977,cm,,p5-p95,
P,glaciers,ssp126,2150,median_fixed,BRICK 2.0,17.178196399287906,cm,,spread 5.57 cm (parameter only),
P,glaciers,ssp126,2150,median_vs_lit,L14,0.7760875631365702,x lit median,,"ours 9.42 cm vs lit 12.00-12.28 (median 12.14), n_lit=2 ⚠ n_lit=2 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,glaciers,ssp126,2150,median_vs_lit,BRICK 2.0,1.4151686332893931,x lit median,,"BRICK 2.0 17.18 cm vs the same lit median 12.14; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,glaciers,ssp126,2150,median_vs_lit_delta,L14 vs BRICK 2.0,-0.19125619642596337,|ratio-1| diff,,L14 0.776x vs BRICK 2.0 1.415x of the lit median; closer to 1 is better,BETTER
P,glaciers,ssp126,2150,spread_vs_lit,L14,0.7789677403883465,x lit spread,,"ours 7.95 cm vs model-based lit 8.52-11.89 (median 10.21, n=2); ⚠ n=2 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,glaciers,ssp126,2300,median_joint,L14,11.803035557374768,cm,,mean 12.38 cm,
P,glaciers,ssp126,2300,spread_joint,L14,11.009164777966596,cm,,p5-p95,
P,glaciers,ssp126,2300,median_fixed,BRICK 2.0,27.257046471053435,cm,,spread 12.13 cm (parameter only),
P,glaciers,ssp126,2300,median_vs_lit,L14,0.8553094087262324,x lit median,,"ours 11.80 cm vs lit 13.80-13.80 (median 13.80), n_lit=1 ⚠ n_lit=1 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,glaciers,ssp126,2300,median_vs_lit,BRICK 2.0,1.9751875004912278,x lit median,,"BRICK 2.0 27.26 cm vs the same lit median 13.80; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,glaciers,ssp126,2300,median_vs_lit_delta,L14 vs BRICK 2.0,-0.8304969092174602,|ratio-1| diff,,L14 0.855x vs BRICK 2.0 1.975x of the lit median; closer to 1 is better,BETTER
P,glaciers,ssp126,2300,spread_vs_lit,L14,0.9804574193111514,x lit spread,,"ours 11.01 cm vs model-based lit 11.23-11.23 (median 11.23, n=1); ⚠ n=1 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,glaciers,ssp245,2100,median_joint,L14,9.772305317835528,cm,,mean 10.00 cm,
P,glaciers,ssp245,2100,spread_joint,L14,6.695557563161022,cm,,p5-p95,
P,glaciers,ssp245,2100,median_fixed,BRICK 2.0,13.479270827662358,cm,,spread 4.09 cm (parameter only),
P,glaciers,ssp245,2100,median_vs_lit,L14,0.8002999589497708,x lit median,,"ours 9.77 cm vs lit 11.38-12.54 (median 12.21), n_lit=3",WARN
P,glaciers,ssp245,2100,median_vs_lit,BRICK 2.0,1.1038807670450832,x lit median,,"BRICK 2.0 13.48 cm vs the same lit median 12.21; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,glaciers,ssp245,2100,median_vs_lit_delta,L14 vs BRICK 2.0,0.095819274005146,|ratio-1| diff,,"L14 0.800x vs BRICK 2.0 1.104x of the lit median; closer to 1 is better; ⚠ BRICK 2.0 is closer here but its hindcast and its observed rate/accel FAILs -- a compensating error, not skill",WORSE(unearned)
P,glaciers,ssp245,2100,spread_vs_lit,L14,0.8718240338653139,x lit spread,,"ours 6.70 cm vs model-based lit 7.42-9.60 (median 7.68, n=3)",PASS
P,glaciers,ssp245,2150,median_joint,L14,13.48728034579789,cm,,mean 13.87 cm,
P,glaciers,ssp245,2150,spread_joint,L14,9.648365168802115,cm,,p5-p95,
P,glaciers,ssp245,2150,median_fixed,BRICK 2.0,20.818500770805663,cm,,spread 7.36 cm (parameter only),
P,glaciers,ssp245,2150,median_vs_lit,L14,0.7876446277306814,x lit median,,"ours 13.49 cm vs lit 16.71-17.53 (median 17.12), n_lit=2 ⚠ n_lit=2 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,glaciers,ssp245,2150,median_vs_lit,BRICK 2.0,1.2157810818132047,x lit median,,"BRICK 2.0 20.82 cm vs the same lit median 17.12; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,glaciers,ssp245,2150,median_vs_lit_delta,L14 vs BRICK 2.0,-0.003425709543886102,|ratio-1| diff,,L14 0.788x vs BRICK 2.0 1.216x of the lit median; closer to 1 is better,SAME
P,glaciers,ssp245,2150,spread_vs_lit,L14,0.7474874068233557,x lit spread,,"ours 9.65 cm vs model-based lit 9.16-16.65 (median 12.91, n=2); ⚠ n=2 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,glaciers,ssp245,2300,median_joint,L14,18.188665622282656,cm,,mean 18.63 cm,
P,glaciers,ssp245,2300,spread_joint,L14,12.86435688895808,cm,,p5-p95,
P,glaciers,ssp245,2300,median_fixed,BRICK 2.0,32.413616351880634,cm,,spread 17.82 cm (parameter only),
P,glaciers,ssp245,2300,median_vs_lit,L14,0.8472216812662733,x lit median,,"ours 18.19 cm vs lit 21.47-21.47 (median 21.47), n_lit=1 ⚠ n_lit=1 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,glaciers,ssp245,2300,median_vs_lit,BRICK 2.0,1.5098149095620073,x lit median,,"BRICK 2.0 32.41 cm vs the same lit median 21.47; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,glaciers,ssp245,2300,median_vs_lit_delta,L14 vs BRICK 2.0,-0.35703659082828054,|ratio-1| diff,,L14 0.847x vs BRICK 2.0 1.510x of the lit median; closer to 1 is better,BETTER
P,glaciers,ssp245,2300,spread_vs_lit,L14,1.1747560355749715,x lit spread,,"ours 12.86 cm vs model-based lit 10.95-10.95 (median 10.95, n=1); ⚠ n=1 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,glaciers,ssp585,2100,median_joint,L14,14.001750527890444,cm,,mean 14.20 cm,
P,glaciers,ssp585,2100,spread_joint,L14,8.867627704216913,cm,,p5-p95,
P,glaciers,ssp585,2100,median_fixed,BRICK 2.0,16.46875440423225,cm,,spread 5.21 cm (parameter only),
P,glaciers,ssp585,2100,median_vs_lit,L14,0.9055049676885868,x lit median,,"ours 14.00 cm vs lit 15.30-17.73 (median 15.46), n_lit=3",WARN
P,glaciers,ssp585,2100,median_vs_lit,BRICK 2.0,1.065048180580773,x lit median,,"BRICK 2.0 16.47 cm vs the same lit median 15.46; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",PASS
P,glaciers,ssp585,2100,median_vs_lit_delta,L14 vs BRICK 2.0,0.02944685173064021,|ratio-1| diff,,"L14 0.906x vs BRICK 2.0 1.065x of the lit median; closer to 1 is better; ⚠ BRICK 2.0 is closer here but its hindcast and its observed rate/accel FAILs -- a compensating error, not skill",WORSE(unearned)
P,glaciers,ssp585,2100,spread_vs_lit,L14,0.9424023803812236,x lit spread,,"ours 8.87 cm vs model-based lit 8.51-13.85 (median 9.41, n=3)",PASS
P,glaciers,ssp585,2150,median_joint,L14,21.451996731207164,cm,,mean 21.55 cm,
P,glaciers,ssp585,2150,spread_joint,L14,11.487632495932107,cm,,p5-p95,
P,glaciers,ssp585,2150,median_fixed,BRICK 2.0,27.13559731782666,cm,,spread 11.99 cm (parameter only),
P,glaciers,ssp585,2150,median_vs_lit,L14,0.8506213514882446,x lit median,,"ours 21.45 cm vs lit 22.03-28.40 (median 25.22), n_lit=2 ⚠ n_lit=2 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,glaciers,ssp585,2150,median_vs_lit,BRICK 2.0,1.0759892775086959,x lit median,,"BRICK 2.0 27.14 cm vs the same lit median 25.22; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",PASS
P,glaciers,ssp585,2150,median_vs_lit_delta,L14 vs BRICK 2.0,0.07338937100305953,|ratio-1| diff,,"L14 0.851x vs BRICK 2.0 1.076x of the lit median; closer to 1 is better; ⚠ BRICK 2.0 is closer here but its hindcast and its observed rate/accel FAILs -- a compensating error, not skill",WORSE(unearned)
P,glaciers,ssp585,2150,spread_vs_lit,L14,0.8968488184866333,x lit spread,,"ours 11.49 cm vs model-based lit 10.09-15.53 (median 12.81, n=2); ⚠ n=2 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,glaciers,ssp585,2300,median_joint,L14,27.009978184530432,cm,,mean 26.98 cm,
P,glaciers,ssp585,2300,spread_joint,L14,11.951713210291505,cm,,p5-p95,
P,glaciers,ssp585,2300,median_fixed,BRICK 2.0,35.202892443396344,cm,,spread 23.71 cm (parameter only),
P,glaciers,ssp585,2300,median_vs_lit,L14,0.928167464099365,x lit median,,"ours 27.01 cm vs lit 29.10-29.10 (median 29.10), n_lit=1 ⚠ n_lit=1 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,glaciers,ssp585,2300,median_vs_lit,BRICK 2.0,1.2097077304143673,x lit median,,"BRICK 2.0 35.20 cm vs the same lit median 29.10; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,glaciers,ssp585,2300,median_vs_lit_delta,L14 vs BRICK 2.0,-0.1378751945137323,|ratio-1| diff,,L14 0.928x vs BRICK 2.0 1.210x of the lit median; closer to 1 is better,BETTER
P,glaciers,ssp585,2300,spread_vs_lit,L14,1.2152440881919093,x lit spread,,"ours 11.95 cm vs model-based lit 9.83-9.83 (median 9.83, n=1); ⚠ n=1 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,gis,ssp126,2100,median_joint,L14,6.250639805242374,cm,,mean 6.54 cm,
P,gis,ssp126,2100,spread_joint,L14,4.685984012598481,cm,,p5-p95,
P,gis,ssp126,2100,median_fixed,BRICK 2.0,6.596309598677667,cm,,spread 4.71 cm (parameter only),
P,gis,ssp126,2100,median_vs_lit,L14,0.9764678799113755,x lit median,,"ours 6.25 cm vs lit 5.46-7.67 (median 6.40), n_lit=3 [1 SEJ comparator(s) excluded from the score; full range 5.46-13.05]",PASS
P,gis,ssp126,2100,median_vs_lit,BRICK 2.0,1.0304680240345538,x lit median,,"BRICK 2.0 6.60 cm vs the same lit median 6.40; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",PASS
P,gis,ssp126,2100,median_vs_lit_delta,L14 vs BRICK 2.0,-0.006935903945929356,|ratio-1| diff,,L14 0.976x vs BRICK 2.0 1.030x of the lit median; closer to 1 is better,SAME
P,gis,ssp126,2100,spread_vs_lit_ALL,L14,0.3508425427577627,x lit spread,,the same cell scored against ALL 4 comparators including the SEJ envelope; the score reported above is 0.489 => the classification is worth 1.40x here,
P,gis,ssp126,2100,spread_vs_lit,L14,0.4894718437750888,x lit spread,,"ours 4.69 cm vs model-based lit 7.06-17.14 (median 9.57, n=3); ALL comparators 7.06-55.71",FAIL
P,gis,ssp126,2150,median_joint,L14,7.583611903688641,cm,,mean 8.02 cm,
P,gis,ssp126,2150,spread_joint,L14,6.902860710803457,cm,,p5-p95,
P,gis,ssp126,2150,median_fixed,BRICK 2.0,9.918085208266994,cm,,spread 7.16 cm (parameter only),
P,gis,ssp126,2150,median_vs_lit,L14,0.6743699527870398,x lit median,,"ours 7.58 cm vs lit 9.31-13.18 (median 11.25), n_lit=2 [1 SEJ comparator(s) excluded from the score; full range 9.31-22.20] ⚠ n_lit=2 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,gis,ssp126,2150,median_vs_lit,BRICK 2.0,0.8819621492475912,x lit median,,"BRICK 2.0 9.92 cm vs the same lit median 11.25; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",PASS
P,gis,ssp126,2150,median_vs_lit_delta,L14 vs BRICK 2.0,0.20759219646055138,|ratio-1| diff,,"L14 0.674x vs BRICK 2.0 0.882x of the lit median; closer to 1 is better; ⚠ BRICK 2.0 is closer here but its hindcast FAILs -- a compensating error, not skill",WORSE(unearned)
P,gis,ssp126,2150,spread_vs_lit_ALL,L14,0.43989914238942945,x lit spread,,the same cell scored against ALL 3 comparators including the SEJ envelope; the score reported above is 0.515 => the classification is worth 1.17x here,
P,gis,ssp126,2150,spread_vs_lit,L14,0.514983681405023,x lit spread,,"ours 6.90 cm vs model-based lit 11.12-15.69 (median 13.40, n=2); ALL comparators 11.12-86.94; ⚠ n=2 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,gis,ssp126,2300,median_joint,L14,9.466809078703855,cm,,mean 10.26 cm,
P,gis,ssp126,2300,spread_joint,L14,11.741794836156991,cm,,p5-p95,
P,gis,ssp126,2300,median_fixed,BRICK 2.0,18.794108904898017,cm,,spread 13.46 cm (parameter only),
P,gis,ssp126,2300,median_vs_lit,L14,0.6320350118331474,x lit median,,"ours 9.47 cm vs lit 14.98-14.98 (median 14.98), n_lit=1 ⚠ n_lit=1 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,gis,ssp126,2300,median_vs_lit,BRICK 2.0,1.2547559315231298,x lit median,,"BRICK 2.0 18.79 cm vs the same lit median 14.98; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,gis,ssp126,2300,median_vs_lit_delta,L14 vs BRICK 2.0,0.11320905664372283,|ratio-1| diff,,"L14 0.632x vs BRICK 2.0 1.255x of the lit median; closer to 1 is better; ⚠ BRICK 2.0 is closer here but its hindcast FAILs -- a compensating error, not skill",WORSE(unearned)
P,gis,ssp126,2300,spread_vs_lit,L14,0.39918623036442863,x lit spread,,"ours 11.74 cm vs model-based lit 29.41-29.41 (median 29.41, n=1); ⚠ n=1 < 3 comparators WITH A BAND, so this median is not a summary; verdict CAPPED at WARN",WARN
P,gis,ssp245,2100,median_joint,L14,8.189425717012728,cm,,mean 8.58 cm,
P,gis,ssp245,2100,spread_joint,L14,5.734412164140114,cm,,p5-p95,
P,gis,ssp245,2100,median_fixed,BRICK 2.0,7.087336431196056,cm,,spread 6.03 cm (parameter only),
P,gis,ssp245,2100,median_vs_lit,L14,0.8821373545063067,x lit median,,"ours 8.19 cm vs lit 7.97-10.21 (median 9.28), n_lit=3 [1 SEJ comparator(s) excluded from the score; full range 7.97-14.39]",PASS
P,gis,ssp245,2100,median_vs_lit,BRICK 2.0,0.7634240087096136,x lit median,,"BRICK 2.0 7.09 cm vs the same lit median 9.28; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,gis,ssp245,2100,median_vs_lit_delta,L14 vs BRICK 2.0,-0.11871334579669313,|ratio-1| diff,,L14 0.882x vs BRICK 2.0 0.763x of the lit median; closer to 1 is better,BETTER
P,gis,ssp245,2100,spread_vs_lit_ALL,L14,0.455070414570063,x lit spread,,the same cell scored against ALL 4 comparators including the SEJ envelope; the score reported above is 0.687 => the classification is worth 1.51x here,
P,gis,ssp245,2100,spread_vs_lit,L14,0.6866937044461274,x lit spread,,"ours 5.73 cm vs model-based lit 7.85-16.85 (median 8.35, n=3); ALL comparators 7.85-72.68",PASS
P,gis,ssp245,2150,median_joint,L14,11.956536544621898,cm,,mean 12.78 cm,
P,gis,ssp245,2150,spread_joint,L14,11.083822249137251,cm,,p5-p95,
P,gis,ssp245,2150,median_fixed,BRICK 2.0,11.429699606127285,cm,,spread 11.03 cm (parameter only),
P,gis,ssp245,2150,median_vs_lit,L14,0.6886913264035147,x lit median,,"ours 11.96 cm vs lit 16.53-18.19 (median 17.36), n_lit=2 [1 SEJ comparator(s) excluded from the score; full range 16.53-25.62] ⚠ n_lit=2 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,gis,ssp245,2150,median_vs_lit,BRICK 2.0,0.6583457469277071,x lit median,,"BRICK 2.0 11.43 cm vs the same lit median 17.36; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,gis,ssp245,2150,median_vs_lit_delta,L14 vs BRICK 2.0,-0.030345579475807627,|ratio-1| diff,,L14 0.689x vs BRICK 2.0 0.658x of the lit median; closer to 1 is better,BETTER
P,gis,ssp245,2150,spread_vs_lit_ALL,L14,0.7422183862556936,x lit spread,,the same cell scored against ALL 3 comparators including the SEJ envelope; the score reported above is 0.743 => the classification is worth 1.00x here,
P,gis,ssp245,2150,spread_vs_lit,L14,0.7434342524409883,x lit spread,,"ours 11.08 cm vs model-based lit 14.88-14.93 (median 14.91, n=2); ALL comparators 14.88-88.90; ⚠ n=2 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,gis,ssp245,2300,median_joint,L14,17.11827106898665,cm,,mean 18.94 cm,
P,gis,ssp245,2300,spread_joint,L14,20.953407932213203,cm,,p5-p95,
P,gis,ssp245,2300,median_fixed,BRICK 2.0,23.760750533017152,cm,,spread 25.28 cm (parameter only),
P,gis,ssp245,2300,median_vs_lit,L14,0.47829960850453057,x lit median,,"ours 17.12 cm vs lit 35.79-35.79 (median 35.79), n_lit=1 ⚠ n_lit=1 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,gis,ssp245,2300,median_vs_lit,BRICK 2.0,0.6638963498075205,x lit median,,"BRICK 2.0 23.76 cm vs the same lit median 35.79; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,gis,ssp245,2300,median_vs_lit_delta,L14 vs BRICK 2.0,0.18559674130298998,|ratio-1| diff,,"L14 0.478x vs BRICK 2.0 0.664x of the lit median; closer to 1 is better; ⚠ BRICK 2.0 is closer here but its hindcast FAILs -- a compensating error, not skill",WORSE(unearned)
P,gis,ssp245,2300,spread_vs_lit,L14,0.5121837673064854,x lit spread,,"ours 20.95 cm vs model-based lit 40.91-40.91 (median 40.91, n=1); ⚠ n=1 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,gis,ssp585,2100,median_joint,L14,13.349165266197438,cm,,mean 14.04 cm,
P,gis,ssp585,2100,spread_joint,L14,11.206586243363958,cm,,p5-p95,
P,gis,ssp585,2100,median_fixed,BRICK 2.0,8.242742172112273,cm,,spread 8.94 cm (parameter only),
P,gis,ssp585,2100,median_vs_lit,L14,0.9893935475761955,x lit median,,"ours 13.35 cm vs lit 12.72-14.02 (median 13.49), n_lit=3 [1 SEJ comparator(s) excluded from the score; full range 12.72-20.28]",PASS
P,gis,ssp585,2100,median_vs_lit,BRICK 2.0,0.610923286722118,x lit median,,"BRICK 2.0 8.24 cm vs the same lit median 13.49; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,gis,ssp585,2100,median_vs_lit_delta,L14 vs BRICK 2.0,-0.3784702608540774,|ratio-1| diff,,L14 0.989x vs BRICK 2.0 0.611x of the lit median; closer to 1 is better,BETTER
P,gis,ssp585,2100,spread_vs_lit_ALL,L14,0.766053243536716,x lit spread,,the same cell scored against ALL 4 comparators including the SEJ envelope; the score reported above is 0.922 => the classification is worth 1.20x here,
P,gis,ssp585,2100,spread_vs_lit,L14,0.9220719169378134,x lit spread,,"ours 11.21 cm vs model-based lit 11.46-17.10 (median 12.15, n=3); ALL comparators 11.46-93.18",PASS
P,gis,ssp585,2150,median_joint,L14,26.989953581923935,cm,,mean 28.55 cm,
P,gis,ssp585,2150,spread_joint,L14,26.88418109514399,cm,,p5-p95,
P,gis,ssp585,2150,median_fixed,BRICK 2.0,15.566742378447952,cm,,spread 21.57 cm (parameter only),
P,gis,ssp585,2150,median_vs_lit,L14,0.9037313701420788,x lit median,,"ours 26.99 cm vs lit 27.33-32.40 (median 29.87), n_lit=2 [1 SEJ comparator(s) excluded from the score; full range 27.33-38.13] ⚠ n_lit=2 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,gis,ssp585,2150,median_vs_lit,BRICK 2.0,0.5212366659179969,x lit median,,"BRICK 2.0 15.57 cm vs the same lit median 29.87; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,gis,ssp585,2150,median_vs_lit_delta,L14 vs BRICK 2.0,-0.38249470422408194,|ratio-1| diff,,L14 0.904x vs BRICK 2.0 0.521x of the lit median; closer to 1 is better,BETTER
P,gis,ssp585,2150,spread_vs_lit_ALL,L14,0.2955159198157444,x lit spread,,the same cell scored against ALL 3 comparators including the SEJ envelope; the score reported above is 0.464 => the classification is worth 1.57x here,
P,gis,ssp585,2150,spread_vs_lit,L14,0.4637573965461515,x lit spread,,"ours 26.88 cm vs model-based lit 24.97-90.97 (median 57.97, n=2); ALL comparators 24.97-121.86; ⚠ n=2 < 3 comparators WITH A BAND, so this median is not a summary; verdict CAPPED at WARN",WARN
P,gis,ssp585,2300,median_joint,L14,47.48426281162095,cm,,mean 51.00 cm,
P,gis,ssp585,2300,spread_joint,L14,60.73296581054022,cm,,p5-p95,
P,gis,ssp585,2300,median_fixed,BRICK 2.0,40.35110364410764,cm,,spread 67.47 cm (parameter only),
P,gis,ssp585,2300,median_vs_lit,L14,0.42018612334273864,x lit median,,"ours 47.48 cm vs lit 113.01-113.01 (median 113.01), n_lit=1 ⚠ n_lit=1 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,gis,ssp585,2300,median_vs_lit,BRICK 2.0,0.35706511608029445,x lit median,,"BRICK 2.0 40.35 cm vs the same lit median 113.01; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,gis,ssp585,2300,median_vs_lit_delta,L14 vs BRICK 2.0,-0.06312100726244418,|ratio-1| diff,,L14 0.420x vs BRICK 2.0 0.357x of the lit median; closer to 1 is better,BETTER
P,gis,ssp585,2300,spread_vs_lit,L14,0.0892815357315009,x lit spread,,"ours 60.73 cm vs model-based lit 680.24-680.24 (median 680.24, n=1); ⚠ n=1 < 3 comparators WITH A BAND, so this median is not a summary; verdict CAPPED at WARN",WARN
P,te,ssp126,2100,median_joint,L14,13.51450832913147,cm,,mean 13.63 cm,
P,te,ssp126,2100,spread_joint,L14,10.285727545380434,cm,,p5-p95,
P,te,ssp126,2100,median_fixed,BRICK 2.0,13.76219248405721,cm,,spread 7.67 cm (parameter only),
P,te,ssp126,2100,median_vs_lit,L14,1.0750702348865213,x lit median,,"ours 13.51 cm vs lit 11.09-14.05 (median 12.57), n_lit=2 ⚠ n_lit=2 < 3: a median of so few is not a summary",PASS
P,te,ssp126,2100,median_vs_lit,BRICK 2.0,1.094773346248679,x lit median,,"BRICK 2.0 13.76 cm vs the same lit median 12.57; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",PASS
P,te,ssp126,2100,median_vs_lit_delta,L14 vs BRICK 2.0,-0.019703111362157744,|ratio-1| diff,,L14 1.075x vs BRICK 2.0 1.095x of the lit median; closer to 1 is better,SAME
P,te,ssp126,2100,spread_vs_lit,L14,0.8858078272190673,x lit spread,,"ours 10.29 cm vs model-based lit 11.26-11.97 (median 11.61, n=2); ⚠ n=2 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,te,ssp126,2150,median_joint,L14,16.880223069782836,cm,,mean 17.06 cm,
P,te,ssp126,2150,spread_joint,L14,14.82632051111637,cm,,p5-p95,
P,te,ssp126,2150,median_fixed,BRICK 2.0,17.222758112360715,cm,,spread 9.60 cm (parameter only),
P,te,ssp126,2150,median_vs_lit,L14,1.1059345453254128,x lit median,,"ours 16.88 cm vs lit 12.68-17.85 (median 15.26), n_lit=2 ⚠ n_lit=2 < 3: a median of so few is not a summary",PASS
P,te,ssp126,2150,median_vs_lit,BRICK 2.0,1.1283762710659637,x lit median,,"BRICK 2.0 17.22 cm vs the same lit median 15.26; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",PASS
P,te,ssp126,2150,median_vs_lit_delta,L14 vs BRICK 2.0,-0.022441725740550922,|ratio-1| diff,,L14 1.106x vs BRICK 2.0 1.128x of the lit median; closer to 1 is better,BETTER
P,te,ssp126,2150,spread_vs_lit,L14,0.8979380992517301,x lit spread,,"ours 14.83 cm vs model-based lit 16.06-16.96 (median 16.51, n=2); ⚠ n=2 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,te,ssp126,2300,median_joint,L14,22.07990929928971,cm,,mean 22.57 cm,
P,te,ssp126,2300,spread_joint,L14,27.16167467440529,cm,,p5-p95,
P,te,ssp126,2300,median_fixed,BRICK 2.0,22.797721301216107,cm,,spread 12.70 cm (parameter only),
P,te,ssp126,2300,median_vs_lit,L14,1.3193438700447788,x lit median,,"ours 22.08 cm vs lit 16.74-16.74 (median 16.74), n_lit=1 ⚠ n_lit=1 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,te,ssp126,2300,median_vs_lit,BRICK 2.0,1.3622353897403163,x lit median,,"BRICK 2.0 22.80 cm vs the same lit median 16.74; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,te,ssp126,2300,median_vs_lit_delta,L14 vs BRICK 2.0,-0.042891519695537506,|ratio-1| diff,,L14 1.319x vs BRICK 2.0 1.362x of the lit median; closer to 1 is better,BETTER
P,te,ssp126,2300,spread_vs_lit,L14,1.0662750882408594,x lit spread,,"ours 27.16 cm vs model-based lit 25.47-25.47 (median 25.47, n=1); ⚠ n=1 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,te,ssp245,2100,median_joint,L14,17.72838882290853,cm,,mean 17.87 cm,
P,te,ssp245,2100,spread_joint,L14,11.804798494949132,cm,,p5-p95,
P,te,ssp245,2100,median_fixed,BRICK 2.0,18.030659798767616,cm,,spread 10.05 cm (parameter only),
P,te,ssp245,2100,median_vs_lit,L14,0.9998895757222314,x lit median,,"ours 17.73 cm vs lit 16.62-18.84 (median 17.73), n_lit=2 ⚠ n_lit=2 < 3: a median of so few is not a summary",PASS
P,te,ssp245,2100,median_vs_lit,BRICK 2.0,1.0169378027677898,x lit median,,"BRICK 2.0 18.03 cm vs the same lit median 17.73; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",PASS
P,te,ssp245,2100,median_vs_lit_delta,L14 vs BRICK 2.0,-0.01682737849002114,|ratio-1| diff,,L14 1.000x vs BRICK 2.0 1.017x of the lit median; closer to 1 is better,SAME
P,te,ssp245,2100,spread_vs_lit,L14,0.814485409592981,x lit spread,,"ours 11.80 cm vs model-based lit 13.73-15.26 (median 14.49, n=2); ⚠ n=2 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,te,ssp245,2150,median_joint,L14,26.256028416787785,cm,,mean 26.43 cm,
P,te,ssp245,2150,spread_joint,L14,20.31778181614503,cm,,p5-p95,
